address,price,beds,baths,sqft,TotalBeds,TotalBaths,CleanedSqft,full_bed,half_bed
"LPH 2701-33 University Avenue, Toronto, ON",2749000.0,2+2,3,3000-3249,4.0,3.0,3124.0,2,2
"3701-7 Mabelle Avenue, Toronto, ON",698000.0,2+1,2,700-799,3.0,2.0,750.0,2,1
"TH515-95 Mcmahon Drive, Toronto, ON",999000.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"129 Maple Leaf Drive, Toronto, ON",1975000.0,4+1,4,3000-3500,5.0,4.0,3250.0,4,1
"711-455 Sentinel Road, Toronto, ON",599999.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"2407-38 Forest Manor Road, Toronto, ON",1149000.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"616-9 Tecumseth Street, Toronto, ON",579900.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1102-50 Power Street, Toronto, ON",849000.0,3+1,2,800-899,4.0,2.0,850.0,3,1
"2301-286 Main Street, Toronto, ON",959000.0,2,2,900-999,2.0,2.0,950.0,2,0
"72 Teddington Park Avenue, Toronto, ON",6680000.0,4+1,5,3500-5000,5.0,5.0,4250.0,4,1
"77 Lonborough Avenue, Toronto, ON",959900.0,3,1,700-1100,3.0,1.0,900.0,3,0
"610-105 The Queensway N/a, Toronto, ON",675000.0,2,2,800-899,2.0,2.0,850.0,2,0
"1803-2212 Lake Shore Boulevard W, Toronto, ON",929000.0,2,2,900-999,2.0,2.0,950.0,2,0
"1510-30 Inn On The Park Drive, Toronto, ON",1777000.0,3,3,1600-1799,3.0,3.0,1700.0,3,0
"206-541 Blackthorn Avenue, Toronto, ON",529000.0,2,1,800-899,2.0,1.0,850.0,2,0
"404-175 Bamburgh Circle, Toronto, ON",849000.0,2+1,2,1600-1799,3.0,2.0,1700.0,2,1
"89 Euclid Avenue, Toronto, ON",1249900.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"17 Clockwork Lane, Toronto, ON",1399900.0,3,3,2000-2500,3.0,3.0,2250.0,3,0
"901-UNF-5 Mariner Terrace, Toronto, ON",1148999.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"11 Lister Drive, Toronto, ON",1999000.0,3+3,4,700-1100,6.0,4.0,900.0,3,3
"197 Finch Avenue E, Toronto, ON",1590000.0,4+3,2,700-1100,7.0,2.0,900.0,4,3
"301-150 Logan Avenue, Toronto, ON",699000.0,2,2,600-699,2.0,2.0,650.0,2,0
"410-156 Portland Street, Toronto, ON",1599900.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"1303-85 East Liberty Street, Toronto, ON",485000.0,1,1,0-499,1.0,1.0,250.0,1,0
"3202-8 York Street, Toronto, ON",999000.0,2,2,900-999,2.0,2.0,950.0,2,0
"4403-99 John Street, Toronto, ON",1659900.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"310-2220 Lake Shore Boulevard W, Toronto, ON",614900.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"522-36 Zorra Street, Toronto, ON",749000.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"6310-55 Cooper Street S, Toronto, ON",1340000.0,2,2,800-899,2.0,2.0,850.0,2,0
"1406-55 Charles Street, Toronto, ON",1275000.0,3,2,900-999,3.0,2.0,950.0,3,0
"80 Churchill Avenue, Toronto, ON",2800000.0,4+2,5,3000-3500,6.0,5.0,3250.0,4,2
"3007-21 Widmer Street, Toronto, ON",600000.0,1,1,500-599,1.0,1.0,550.0,1,0
"4009-290 Adelaide Street W, Toronto, ON",499000.0,1,1,0-499,1.0,1.0,250.0,1,0
"804-89 Dunfield Avenue, Toronto, ON",659000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"925-50 Power Street, Toronto, ON",588000.0,2,2,600-699,2.0,2.0,650.0,2,0
"2705-15 Queens Quay E, Toronto, ON",679900.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1007-120 Varna Drive, Toronto, ON",539000.0,2,1,600-699,2.0,1.0,650.0,2,0
"65 Branstone Road, Toronto, ON",1999000.0,6+1,4,2000-2500,7.0,4.0,2250.0,6,1
"316-2212 Lakeshore Boulevard W, Toronto, ON",498000.0,1,1,500-599,1.0,1.0,550.0,1,0
"715-121 St Patrick Street, Toronto, ON",559900.0,1,1,500-599,1.0,1.0,550.0,1,0
"814-350 Seneca Hill Drive, Toronto, ON",539000.0,2,1,800-899,2.0,1.0,850.0,2,0
"50 George Street, Toronto, ON",1388800.0,5,3,1500-2000,5.0,3.0,1750.0,5,0
"1105-52 Forest Manor Road, Toronto, ON",668000.0,2,2,700-799,2.0,2.0,750.0,2,0
"503-295 Adelaide Street W, Toronto, ON",599000.0,1,1,500-599,1.0,1.0,550.0,1,0
"310-170 Fort York Boulevard, Toronto, ON",435000.0,1,1,0-499,1.0,1.0,250.0,1,0
"2505-9 Valhalla Inn Road, Toronto, ON",528888.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"PH07-7 Mabelle Avenue, Toronto, ON",725000.0,2,2,700-799,2.0,2.0,750.0,2,0
"1101-859 The Queensway N/a, Toronto, ON",1099900.0,3+1,2,1200-1399,4.0,2.0,1300.0,3,1
"2972 Bayview Avenue, Toronto, ON",1988000.0,2+1,3,1100-1500,3.0,3.0,1300.0,2,1
"1712-20 Edward Street, Toronto, ON",768000.0,2,1,500-599,2.0,1.0,550.0,2,0
"523-99 The Donway N/a W, Toronto, ON",699900.0,2,2,800-899,2.0,2.0,850.0,2,0
"11 Valia Road, Toronto, ON",1169000.0,3+3,2,1100-1500,6.0,2.0,1300.0,3,3
"2508-88 Sheppard Avenue E, Toronto, ON",650000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"903-30 Meadowglen Place, Toronto, ON",749900.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"329-5225 Finch Avenue, Toronto, ON",549000.0,2+1,1,700-799,3.0,1.0,750.0,2,1
"97 Clarinda Drive, Toronto, ON",3949000.0,4+1,6,3500-5000,5.0,6.0,4250.0,4,1
"67 Gainsborough Road, Toronto, ON",1050000.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"465 Spadina Road, Toronto, ON",1598000.0,2,2,1500-2000,2.0,2.0,1750.0,2,0
"803-1 Aberfoyle Crescent, Toronto, ON",1050000.0,2,2,1400-1599,2.0,2.0,1500.0,2,0
"184 Strachan Avenue, Toronto, ON",2499999.0,4+1,5,3500-5000,5.0,5.0,4250.0,4,1
"906-130 Carlton Street, Toronto, ON",1299000.0,2+1,2,2000-2249,3.0,2.0,2124.0,2,1
"3203-28 Wellesley Street E, Toronto, ON",559000.0,1,1,0-499,1.0,1.0,250.0,1,0
"621-1 Market Street, Toronto, ON",910000.0,2,2,900-999,2.0,2.0,950.0,2,0
"60 Samba Drive, Toronto, ON",1239000.0,2+2,2,1100-1500,4.0,2.0,1300.0,2,2
"1204-2152 Lawrence Avenue, Toronto, ON",529000.0,1+1,2,600-699,2.0,2.0,650.0,1,1
"1211-75 Canterbury Place, Toronto, ON",559000.0,1,1,500-599,1.0,1.0,550.0,1,0
"PH09-308 Palmerston Avenue, Toronto, ON",1099900.0,2,3,1000-1199,2.0,3.0,1100.0,2,0
"109-36 Birch Avenue, Toronto, ON",3195000.0,2,3,2250-2499,2.0,3.0,2374.0,2,0
"432-20 O'neill Road, Toronto, ON",529000.0,1,1,0-499,1.0,1.0,250.0,1,0
"1905-55 Cooper Street, Toronto, ON",888000.0,2,2,700-799,2.0,2.0,750.0,2,0
"2512-87 Peter Street, Toronto, ON",539000.0,1,1,0-499,1.0,1.0,250.0,1,0
"108-8 Tippett Road, Toronto, ON",898000.0,3+1,2,1000-1199,4.0,2.0,1100.0,3,1
"4603-75 Queens Wharf Road, Toronto, ON",668000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"907-77 Shuter Street, Toronto, ON",496000.0,1,1,500-599,1.0,1.0,550.0,1,0
"216-36 Forest Manor Road, Toronto, ON",784900.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"209-340 Dixon Road, Toronto, ON",419900.0,2,1,900-999,2.0,1.0,950.0,2,0
"148-50 Carnation Avenue, Toronto, ON",759000.0,2,3,1000-1199,2.0,3.0,1100.0,2,0
"506-1 Bloor Street E, Toronto, ON",1398000.0,2+1,3,1200-1399,3.0,3.0,1300.0,2,1
"208-3 Southvale Drive, Toronto, ON",1280000.0,2,2,900-999,2.0,2.0,950.0,2,0
"1611-55 Mercer Street, Toronto, ON",969999.0,2,2,700-799,2.0,2.0,750.0,2,0
"3510-25 Telegram Mews, Toronto, ON",1128000.0,2+1,2,1200-1399,3.0,2.0,1300.0,2,1
"1310-120 Harrison Garden Boulevard W, Toronto, ON",720000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"2712-153 Beecroft Road, Toronto, ON",549888.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"206A-710 Humberwood Boulevard, Toronto, ON",609000.0,2,1,800-899,2.0,1.0,850.0,2,0
"4204-99 John Street, Toronto, ON",2179900.0,3+1,2,1400-1599,4.0,2.0,1500.0,3,1
"4603-99 John Street, Toronto, ON",1669900.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"518-85 Wood Street, Toronto, ON",820000.0,2+1,2,700-799,3.0,2.0,750.0,2,1
"19-25 Priya Lane S, Toronto, ON",699900.0,2,2,1200-1399,2.0,2.0,1300.0,2,0
"1402-135 East Liberty Street, Toronto, ON",799000.0,2,2,700-799,2.0,2.0,750.0,2,0
"1401-50 Lombard Street, Toronto, ON",658000.0,2,1,900-999,2.0,1.0,950.0,2,0
"170 Wallace Avenue, Toronto, ON",1575000.0,5+2,4,2500-3000,7.0,4.0,2750.0,5,2
"208-50 Thomas Riley Road, Toronto, ON",951900.0,1+1,1,800-899,2.0,1.0,850.0,1,1
"1003-50 Thomas Riley Road, Toronto, ON",1238900.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"PH 2501-50 Thomas Riley Road, Toronto, ON",1048900.0,2,2,900-999,2.0,2.0,950.0,2,0
"40 Dominion Road, Toronto, ON",2099000.0,6+2,4,2000-2500,8.0,4.0,2250.0,6,2
"505-18 Wanless Avenue, Toronto, ON",1135000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"637-4645 Jane Street, Toronto, ON",199000.0,1,1,600-699,1.0,1.0,650.0,1,0
"630-73 Mccaul Street, Toronto, ON",519900.0,1,1,700-799,1.0,1.0,750.0,1,0
"51 Edinborough Court, Toronto, ON",949000.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"3302-1 Market Street, Toronto, ON",3095000.0,2,3,1600-1799,2.0,3.0,1700.0,2,0
"713-55 Ontario Street, Toronto, ON",549990.0,1,1,0-499,1.0,1.0,250.0,1,0
"57 Meadowbank Road, Toronto, ON",4299000.0,5+2,7,3500-5000,7.0,7.0,4250.0,5,2
"1610-100 Harbour Street, Toronto, ON",980000.0,3,2,700-799,3.0,2.0,750.0,3,0
"621-181 Village Green Square, Toronto, ON",588800.0,2,2,700-799,2.0,2.0,750.0,2,0
"505-4 Lowther Avenue, Toronto, ON",3950000.0,2,3,2750-2999,2.0,3.0,2874.0,2,0
"702-386 Yonge Street, Toronto, ON",799888.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"303-68 Yorkville Avenue, Toronto, ON",1460000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"913-16 Brookers Lane, Toronto, ON",639000.0,1,1,500-599,1.0,1.0,550.0,1,0
"701-250 Lawrence Avenue W, Toronto, ON",505000.0,1,1,0-499,1.0,1.0,250.0,1,0
"412-420 Mill Road W, Toronto, ON",685000.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"408-1 Falaise Road, Toronto, ON",549000.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"1610-85 Queens Wharf Road, Toronto, ON",560000.0,1,1,500-599,1.0,1.0,550.0,1,0
"605-100 Dundalk Drive, Toronto, ON",525999.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"4303-21 Iceboat Terrace, Toronto, ON",735000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"616-75 Canterbury Place, Toronto, ON",839000.0,3,2,800-899,3.0,2.0,850.0,3,0
"1-3409 St.clair Avenue E, Toronto, ON",799000.0,3,3,1200-1399,3.0,3.0,1300.0,3,0
"1202-20 Edward Street, Toronto, ON",638000.0,1,1,500-599,1.0,1.0,550.0,1,0
"204-357 King Street W, Toronto, ON",659990.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"40-851 Sheppard Avenue W, Toronto, ON",739000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"72 Meadowvale Road, Toronto, ON",2099900.0,3,3,1100-1500,3.0,3.0,1300.0,3,0
"PH910-920 Sheppard Avenue W, Toronto, ON",699900.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"3503-100 Dalhousie Street, Toronto, ON",655000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1014-195 Mccaul Street, Toronto, ON",499900.0,1,1,0-499,1.0,1.0,250.0,1,0
"2104-60 Colborne Street, Toronto, ON",580880.0,1,1,500-599,1.0,1.0,550.0,1,0
"103-52 Forest Manor Road, Toronto, ON",468000.0,1,1,500-599,1.0,1.0,550.0,1,0
"1807-426 University Avenue, Toronto, ON",559000.0,1,1,500-599,1.0,1.0,550.0,1,0
"2301-83 Borough Drive, Toronto, ON",529000.0,1,1,600-699,1.0,1.0,650.0,1,0
"204-1842 Queen Street E, Toronto, ON",748800.0,1,1,600-699,1.0,1.0,650.0,1,0
"4-455 Front Street E, Toronto, ON",530000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1409-100 Hayden Street, Toronto, ON",649000.0,2,1,500-599,2.0,1.0,550.0,2,0
"4102-180 University Avenue, Toronto, ON",1190000.0,1,1,800-899,1.0,1.0,850.0,1,0
"2506-1928 Lake Shore Boulevard W, Toronto, ON",775000.0,2+1,2,700-799,3.0,2.0,750.0,2,1
"53 Craigmore Crescent, Toronto, ON",1728888.0,3,3,2000-2500,3.0,3.0,2250.0,3,0
"2015-460 Adelaide Street E, Toronto, ON",635000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"1006-10 Eva Road, Toronto, ON",839900.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"212-100 Dundalk Drive, Toronto, ON",449900.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"38 Edenbrook Hill, Toronto, ON",6995000.0,6+2,4,3500-5000,8.0,4.0,4250.0,6,2
"PH 32-125 Omni Drive, Toronto, ON",639900.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"203-3390 Weston Road, Toronto, ON",399900.0,2,1,900-999,2.0,1.0,950.0,2,0
"PH12-2150 Lawrence Avenue E, Toronto, ON",699000.0,2,2,900-999,2.0,2.0,950.0,2,0
"4005-159 Dundas Street E, Toronto, ON",819900.0,2,2,700-799,2.0,2.0,750.0,2,0
"29 Strathgowan Crescent, Toronto, ON",4495000.0,5,4,3500-5000,5.0,4.0,4250.0,5,0
"821-1787 St Clair Avenue W, Toronto, ON",515900.0,1,1,600-699,1.0,1.0,650.0,1,0
"2508-190 Borough Drive, Toronto, ON",668000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"1609-1420 Dupont Street, Toronto, ON",489000.0,1,1,500-599,1.0,1.0,550.0,1,0
"2210-8 York Street, Toronto, ON",799900.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"3411-65 St Mary Street, Toronto, ON",868000.0,1,1,500-599,1.0,1.0,550.0,1,0
"162 Glenvale Boulevard, Toronto, ON",2850000.0,2+1,4,1500-2000,3.0,4.0,1750.0,2,1
"409-4689 Jane Street, Toronto, ON",299900.0,2,1,800-899,2.0,1.0,850.0,2,0
"E810-555 Wilson Avenue, Toronto, ON",679999.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"409-16 Brookers Lane, Toronto, ON",818000.0,2,2,800-899,2.0,2.0,850.0,2,0
"2407-100 Dalhousie Street, Toronto, ON",729990.0,2,2,700-799,2.0,2.0,750.0,2,0
"10 Banda Square, Toronto, ON",910000.0,4,2,1100-1500,4.0,2.0,1300.0,4,0
"116-155 Downsview Park Boulevard, Toronto, ON",829999.0,3,3,1000-1199,3.0,3.0,1100.0,3,0
"201-34 Tubman Avenue, Toronto, ON",739000.0,2,1,600-699,2.0,1.0,650.0,2,0
"401-415 Jarvis Street, Toronto, ON",769000.0,2,2,800-899,2.0,2.0,850.0,2,0
"56 Tefley Road, Toronto, ON",2598000.0,4+1,3,1500-2000,5.0,3.0,1750.0,4,1
"709-90 Queens Wharf Road, Toronto, ON",650888.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"610-21 Lawren Harris Square, Toronto, ON",499998.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"402-2 Augusta Avenue, Toronto, ON",799000.0,2+1,2,700-799,3.0,2.0,750.0,2,1
"412-23 Glebe Road W, Toronto, ON",915000.0,2,2,900-999,2.0,2.0,950.0,2,0
"607-250 Lawrence Avenue W, Toronto, ON",1495000.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"708-238 Simcoe Street, Toronto, ON",589999.0,2,1,600-699,2.0,1.0,650.0,2,0
"711-340 Dixon Road, Toronto, ON",519900.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"905-30 Samuel Wood Way, Toronto, ON",525000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"718-560 King Street W, Toronto, ON",635000.0,1,1,500-599,1.0,1.0,550.0,1,0
"104-10 Deerlick Court, Toronto, ON",475000.0,1,1,500-599,1.0,1.0,550.0,1,0
"3306-70 Town Centre Court, Toronto, ON",679000.0,2,2,800-899,2.0,2.0,850.0,2,0
"6 Brantley Crescent, Toronto, ON",1200000.0,4,3,1100-1500,4.0,3.0,1300.0,4,0
"S810-120 Bayview Avenue, Toronto, ON",525000.0,1,1,500-599,1.0,1.0,550.0,1,0
"3004-28 Ted Rogers Way, Toronto, ON",756000.0,2,1,700-799,2.0,1.0,750.0,2,0
"205-5225 Finch Avenue E, Toronto, ON",499000.0,2,2,0-499,2.0,2.0,250.0,2,0
"1403-32 Davenport Road, Toronto, ON",979000.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"102-4198 Dundas Street W, Toronto, ON",429000.0,1,1,600-699,1.0,1.0,650.0,1,0
"517-12 Bonnycastle Street, Toronto, ON",750000.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"4802-99 John Street, Toronto, ON",6000000.0,3+2,3,2750-2999,5.0,3.0,2874.0,3,2
"411-121 Trudelle Street N, Toronto, ON",469999.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"2006-8 Cumberland Street, Toronto, ON",950800.0,2,2,700-799,2.0,2.0,750.0,2,0
"28 Harrison Road, Toronto, ON",3520000.0,4,3,2000-2500,4.0,3.0,2250.0,4,0
"402-85 Bloor Street E, Toronto, ON",879900.0,2,2,800-899,2.0,2.0,850.0,2,0
"301-50 George Butchart Drive, Toronto, ON",625000.0,2,2,700-799,2.0,2.0,750.0,2,0
"1195 The Queensway N/a, Toronto, ON",999000.0,2,2,700-799,2.0,2.0,750.0,2,0
"TH6-6 Parkwood Avenue, Toronto, ON",2080000.0,3+1,3,1600-1799,4.0,3.0,1700.0,3,1
"4608-88 Scott Street, Toronto, ON",689000.0,1,1,600-699,1.0,1.0,650.0,1,0
"412-14 York Street, Toronto, ON",588000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1511-12 York Street, Toronto, ON",588800.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"E-2802-130 River Street, Toronto, ON",999998.0,3+1,2,1000-1199,4.0,2.0,1100.0,3,1
"621-4673 Jane Street, Toronto, ON",339000.0,2,1,700-799,2.0,1.0,750.0,2,0
"1904-17 Zorra Street, Toronto, ON",536888.0,1,1,500-599,1.0,1.0,550.0,1,0
"830-1100 Sheppard Avenue W, Toronto, ON",749900.0,2,2,600-699,2.0,2.0,650.0,2,0
"315-1100 Sheppard Avenue W, Toronto, ON",849900.0,2,2,700-799,2.0,2.0,750.0,2,0
"11-60 Carr Street, Toronto, ON",1129000.0,3,2,1400-1599,3.0,2.0,1500.0,3,0
"101-10 Wellesley Place, Toronto, ON",638000.0,1+1,1,700-799,2.0,1.0,750.0,1,1
"1107-185 Alberta Avenue, Toronto, ON",625000.0,1,1,600-699,1.0,1.0,650.0,1,0
"404-195 Mccaul Street, Toronto, ON",699000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"511-1801 Bayview Avenue E, Toronto, ON",749000.0,2,2,900-999,2.0,2.0,950.0,2,0
"4015-1926 Lake Shore Boulevard W, Toronto, ON",638000.0,2,2,600-699,2.0,2.0,650.0,2,0
"314-8 Olympic Garden Drive, Toronto, ON",795000.0,2+1,2,700-799,3.0,2.0,750.0,2,1
"1002-151 Avenue Road, Toronto, ON",2250000.0,2+2,3,1400-1599,4.0,3.0,1500.0,2,2
"815-4208 Dundas Street W, Toronto, ON",599900.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"403-224 King Street West Street W, Toronto, ON",1400000.0,3,3,1200-1399,3.0,3.0,1300.0,3,0
"201-500 Wellington Street W, Toronto, ON",3300000.0,2+1,3,3250-3499,3.0,3.0,3374.0,2,1
"2901-159 Dundas Street E, Toronto, ON",559000.0,1,1,600-699,1.0,1.0,650.0,1,0
"1 Corinthian Boulevard E, Toronto, ON",1700000.0,3+3,3,1100-1500,6.0,3.0,1300.0,3,3
"2715-75 Queens Wharf Road, Toronto, ON",749000.0,2,2,800-899,2.0,2.0,850.0,2,0
"1105-340 Dixon Road, Toronto, ON",375000.0,2,1,1000-1199,2.0,1.0,1100.0,2,0
"118 Mary Chapman Boulevard, Toronto, ON",999990.0,4+1,4,1500-2000,5.0,4.0,1750.0,4,1
"321-825 Church Street, Toronto, ON",698000.0,1,1,0-499,1.0,1.0,250.0,1,0
"679-3 Everson Drive, Toronto, ON",569000.0,2+1,1,800-899,3.0,1.0,850.0,2,1
"608-5101 Dundas Street W, Toronto, ON",630000.0,2,2,800-899,2.0,2.0,850.0,2,0
"307-47 Mutual Street, Toronto, ON",499000.0,1,1,500-599,1.0,1.0,550.0,1,0
"1503-20 Thomas Riley Road, Toronto, ON",510000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"5012-14 York Street, Toronto, ON",593000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"302-160 Canon Jackson Drive, Toronto, ON",499999.0,1,1,500-599,1.0,1.0,550.0,1,0
"518-250 Lawrence Avenue W, Toronto, ON",798000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"2201-105 The Queensway Avenue, Toronto, ON",559000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"1007-68 Merton Street, Toronto, ON",579000.0,1,1,500-599,1.0,1.0,550.0,1,0
"106 Highland Crescent, Toronto, ON",5600000.0,4+1,5,3500-5000,5.0,5.0,4250.0,4,1
"302-81 Navy Wharf Court, Toronto, ON",697000.0,1+1,1,700-799,2.0,1.0,750.0,1,1
"PH10-41 Markbrook Lane, Toronto, ON",445000.0,1,2,700-799,1.0,2.0,750.0,1,0
"135 Buckingham Avenue, Toronto, ON",6880000.0,4+1,5,3500-5000,5.0,5.0,4250.0,4,1
"533-36 Via Bagnato Avenue, Toronto, ON",690000.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"2701-101 Peter Street, Toronto, ON",598000.0,1,1,500-599,1.0,1.0,550.0,1,0
"1608-88 Blue Jays Way, Toronto, ON",1136000.0,2,2,900-999,2.0,2.0,950.0,2,0
"4802-300 Front Street W, Toronto, ON",1650000.0,2+1,3,1400-1599,3.0,3.0,1500.0,2,1
"414-5800 Sheppard Avenue E, Toronto, ON",460000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"111-90 Glen Everest Road, Toronto, ON",679000.0,1,1,600-699,1.0,1.0,650.0,1,0
"1109-188 Doris Avenue, Toronto, ON",739000.0,2,2,800-899,2.0,2.0,850.0,2,0
"203-30 Inn On The Park Drive, Toronto, ON",688800.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"914-50 Lotherton Pathway, Toronto, ON",495000.0,4,1,900-999,4.0,1.0,950.0,4,0
"2006-10 Wilby Crescent, Toronto, ON",830000.0,3,2,900-999,3.0,2.0,950.0,3,0
"2903-50 Ordnance Street, Toronto, ON",539800.0,1,1,500-599,1.0,1.0,550.0,1,0
"2 Cobalt Avenue, Toronto, ON",1799000.0,3,4,1500-2000,3.0,4.0,1750.0,3,0
"901-18 Maitland Terrace E, Toronto, ON",628888.0,1,1,0-499,1.0,1.0,250.0,1,0
"63 Midland Avenue, Toronto, ON",999000.0,3+1,2,700-1100,4.0,2.0,900.0,3,1
"811-15 Lower Jarvis Street, Toronto, ON",649000.0,1+1,2,600-699,2.0,2.0,650.0,1,1
"217-66 Kippendavie Avenue, Toronto, ON",810000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"1113-39 Queens Quay E, Toronto, ON",799999.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"804-5 San Romano Way, Toronto, ON",489000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"5202-488 University Avenue, Toronto, ON",1495000.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"5302-488 University Avenue, Toronto, ON",1380000.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"UPH3-410 Queens Quay W, Toronto, ON",730000.0,1,1,700-799,1.0,1.0,750.0,1,0
"627-2300 St Clair Avenue W, Toronto, ON",439900.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"2721-9 Mabelle Avenue, Toronto, ON",529999.0,1+1,2,500-599,2.0,2.0,550.0,1,1
"4 Douglas Crescent, Toronto, ON",5495000.0,4+1,5,3500-5000,5.0,5.0,4250.0,4,1
"1705-155 Yorkville Avenue W, Toronto, ON",599999.0,1,1,0-499,1.0,1.0,250.0,1,0
"106-1795 Markham Road, Toronto, ON",699900.0,3,2,900-999,3.0,2.0,950.0,3,0
"# 811-4673 Jane Street, Toronto, ON",199000.0,1,1,800-899,1.0,1.0,850.0,1,0
"507-22 Wellesley Street E, Toronto, ON",649000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"911-33 Frederick Todd Way, Toronto, ON",1200000.0,2,3,1200-1399,2.0,3.0,1300.0,2,0
"213-1808 St. Clair Avenue W, Toronto, ON",559000.0,2,2,600-699,2.0,2.0,650.0,2,0
"42 Foursome Crescent, Toronto, ON",5988000.0,4+1,7,3500-5000,5.0,7.0,4250.0,4,1
"1128-38 Cameron Street, Toronto, ON",750000.0,2,2,600-699,2.0,2.0,650.0,2,0
"207-180 Markham Road, Toronto, ON",460000.0,1,1,800-899,1.0,1.0,850.0,1,0
"3211-7 Grenville Street, Toronto, ON",1329000.0,3,2,800-899,3.0,2.0,850.0,3,0
"318-3220 Sheppard Avenue E, Toronto, ON",897880.0,2,2,900-999,2.0,2.0,950.0,2,0
"704-159 Wellesley Street E, Toronto, ON",729900.0,2,2,700-799,2.0,2.0,750.0,2,0
"3511-100 Dalhousie Street, Toronto, ON",698000.0,2,2,700-799,2.0,2.0,750.0,2,0
"1003-8 Charlotte Street, Toronto, ON",1049900.0,2,2,900-999,2.0,2.0,950.0,2,0
"15-40 Hargrave Lane, Toronto, ON",1580000.0,3+1,4,2000-2249,4.0,4.0,2124.0,3,1
"LPH4901-42 Charles Street E, Toronto, ON",1599000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"701-10 Wilby Crescent, Toronto, ON",833900.0,3,2,900-999,3.0,2.0,950.0,3,0
"207-345 Driftwood Avenue, Toronto, ON",429000.0,2,1,900-999,2.0,1.0,950.0,2,0
"1009-35 Finch Avenue E, Toronto, ON",749000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
